Algeria, 2078, 1059.07
South Africa, 6615, 459.04
Dominica, 33424, 497.56
Serbia, 41949, 671.88
Congo, 4236, 1570.2
Gambia, 32872, 1956.08
Chile, 1391, 993.09
Chile, 31585, 1194.82
Slovenia, 20718, 1007.67
Taiwan, 21379, 126.53
Yemen, 24404, 377.94
Bulgaria, 12094, 356.28
Brazil, 2502, 1211.05
Uruguay, 48417, 98.24
Ukraine, 27238, 832.99
Benin, 45816, 1588.81
Tajikistan, 37131, 1075.18
Australia, 10618, 1982.42
Benin, 16832, 737.99
Marshall Islands, 16406, 1866.49
Bhutan, 29584, 675.44
Bulgaria, 12036, 1266.61
San Marino, 21528, 1399.93
Slovenia, 38156, 819.48
Nepal, 47594, 308.37
Albania, 7698, 1106.42
Argentina, 15389, 1638.19
Georgia, 3163, 524.66
Yemen, 26139, 690.97
Yemen, 37081, 819.04
Mongolia, 33921, 207.87
Bahrain, 8750, 1936.78
France, 34933, 276.94
Australia, 5764, 32.1
Kuwait, 8082, 363.27
Germany, 20598, 190.55
Djibouti, 11495, 331.39
Germany, 20686, 782.77
Cuba, 38596, 1751.49
Marshall Islands, 34012, 1406.4
South Africa, 32357, 41.73
Germany, 24684, 1676.49
Bangladesh, 26248, 899.93
Congo, 31214, 519.69
Oman, 4873, 826.57
Cuba, 17619, 147.07
Kosovo, 37234, 928.09
Nepal, 6613, 1349.53
Spain, 31578, 520.73
Comoros, 10470, 1200.33
Germany, 48345, 1501.98
Germany, 19322, 371.37
Canada, 11930, 172.0
Guinea-Bissau, 5275, 716.84
Afghanistan, 33237, 683.96
Nepal, 47735, 1485.71
Austria, 40048, 1556.88
Germany, 11600, 1618.36
Antigua & Deps, 406, 983.96
South Africa, 40710, 1246.2
Azerbaijan, 23543, 878.84
Slovenia, 6029, 1483.95
Russian Federation, 44917, 743.93
Brazil, 13361, 1488.87
Yemen, 33061, 570.91
Spain, 976, 224.95
Germany, 440, 150.29
Angola, 14741, 50.2
Congo, 28702, 356.09
Cuba, 13863, 1977.83
Guatemala, 1415, 1678.68
Austria, 43660, 1960.55
Indonesia, 20243, 1026.23
Bulgaria, 8864, 981.48
Yemen, 6930, 1981.69
Denmark, 20905, 750.43
Vanuatu, 19385, 961.06
Bahamas, 38237, 1180.57
Colombia, 19898, 1685.64
Comoros, 4437, 700.18
Gambia, 18778, 867.77
Bahrain, 9161, 1480.11
Brazil, 34727, 1757.23
Tajikistan, 33818, 1221.6
India, 49886, 1882.21
Bahamas, 4960, 366.34
Antigua & Deps, 46685, 1380.43
Colombia, 14582, 1287.27
Guatemala, 31011, 301.03
Germany, 2635, 1944.79
Trinidad & Tobago, 32344, 1066.17
Djibouti, 44551, 926.06
Bangladesh, 30402, 1198.24
Bahamas, 5476, 1781.51
Eswatini, 13690, 1135.2
Iraq, 9582, 513.71
Albania, 35846, 1818.47
India, 25211, 13.55
Serbia, 36215, 1521.83
Kuwait, 42886, 1694.96
Argentina, 38151, 1388.85
Madagascar, 8308, 177.79
Kuwait, 41739, 1362.51
Israel, 49787, 1290.88
Myanmar, 17219, 1164.16
Bahrain, 45329, 1010.15
Slovakia, 37724, 643.64
Azerbaijan, 26689, 900.84
Afghanistan, 34775, 88.28
Nicaragua, 15060, 1861.82
South Africa, 42356, 892.99
Kosovo, 49340, 1671.74
Argentina, 6952, 1850.34
Tajikistan, 17681, 1301.66
Yemen, 44213, 349.56
Iceland, 44221, 1090.7
Madagascar, 20294, 72.05
Colombia, 21086, 594.53
Argentina, 37933, 1472.31
Bahrain, 9952, 1065.58
Antigua & Deps, 23640, 1079.55
Marshall Islands, 7802, 254.49
Belarus, 19581, 1682.27
South Africa, 35938, 1027.13
Bhutan, 32205, 627.07
Yemen, 1889, 882.73
Myanmar, 33980, 1130.64
Indonesia, 40959, 418.09
Myanmar, 22296, 736.78
Slovenia, 11928, 289.9
Kosovo, 1404, 88.3
Kosovo, 38589, 1801.76
Congo, 49411, 541.79
Guatemala, 29372, 1571.26
Gambia, 17626, 297.28
Bahrain, 21919, 328.91
Benin, 5620, 662.78
Austria, 27996, 373.25
Slovakia, 34220, 17.78
Nepal, 11162, 902.8
Benin, 6477, 742.43
Georgia, 8927, 1309.13
Djibouti, 47076, 658.07
Moldova, 14706, 1366.02
Slovakia, 9381, 756.06
Oman, 9829, 291.71
Gambia, 7177, 334.8
Uruguay, 22001, 1873.46
Argentina, 10410, 1472.14
Madagascar, 18349, 30.87
Iceland, 36555, 857.17
Afghanistan, 23112, 441.83
Uruguay, 593, 1518.46
Costa Rica, 27435, 1624.07
Belarus, 233, 1024.4
Chile, 30829, 1830.33
Chile, 26926, 1848.09
Benin, 38117, 1672.91
Bhutan, 4600, 1385.29
Congo, 14643, 625.37
Barbados, 45693, 1517.17
Japan, 20315, 247.47
Nicaragua, 36394, 118.67
Bahrain, 37319, 1696.15
Moldova, 172, 90.74
Colombia, 26271, 1437.27
Vanuatu, 47317, 1284.21
Oman, 40526, 1864.58
Azerbaijan, 7605, 1400.1
Djibouti, 5746, 1633.59
Denmark, 32109, 1281.51
Brazil, 7652, 581.38
Liberia, 31341, 41.49
Gambia, 39218, 1926.65
South Africa, 29163, 1045.12
Nepal, 9539, 926.95
Yemen, 11392, 1990.23
Taiwan, 23598, 1530.12
Bangladesh, 14401, 1278.94
Eswatini, 49771, 647.35
Comoros, 22512, 364.16
Slovenia, 48998, 63.61
Australia, 48247, 1201.58
Serbia, 38700, 503.46
Argentina, 36386, 430.61
Iceland, 15006, 1001.39
Uruguay, 35331, 930.74
Russian Federation, 33633, 1627.08
South Africa, 8225, 777.66
Kuwait, 30102, 1053.87
Chile, 27210, 227.04
Brazil, 20715, 1710.08
Germany, 3915, 28.15
Liberia, 28203, 1681.8
Madagascar, 41456, 922.24
Azerbaijan, 13553, 961.79
Bahamas, 43010, 1100.92
Colombia, 15059, 1876.22
Japan, 23184, 1942.93
Georgia, 17645, 933.76
Eswatini, 47257, 794.23
Guinea-Bissau, 39698, 1853.27
Congo, 36673, 919.24
Albania, 30207, 960.38
Moldova, 22867, 1737.92
Aruba, 29873, 1457.13
Bangladesh, 40426, 470.13
Marshall Islands, 31432, 794.17
Benin, 39546, 1170.35
Marshall Islands, 8796, 1753.98
Afghanistan, 1488, 702.13
Vietnam, 914, 1104.56
Burkina, 22062, 511.32
Belarus, 7840, 1597.94
Russian Federation, 1537, 1493.38
Argentina, 36195, 369.05
Afghanistan, 22157, 1511.96
China, 11183, 159.28
Colombia, 39861, 320.51
Angola, 20890, 1191.47
Canada, 38542, 1852.35
Canada, 996, 1108.79
Bangladesh, 13582, 1148.18
Colombia, 14577, 584.42
Cuba, 47130, 1284.06
Madagascar, 34789, 1765.02
Brazil, 12866, 1691.38
Italy, 42025, 481.62
Belarus, 49031, 630.4
Slovenia, 10492, 1419.76
Oman, 12205, 1174.7
Armenia, 5288, 26.11
San Marino, 48451, 536.09
Russian Federation, 49290, 1685.59
Angola, 40669, 411.18
Brazil, 16747, 1796.25
Antigua & Deps, 21637, 919.01
Tajikistan, 37494, 346.24
Liberia, 13001, 44.33
Slovenia, 8492, 304.0
Georgia, 37071, 1729.65
Moldova, 14393, 1314.56
Germany, 45927, 1592.01
Cuba, 3453, 1008.04
Vietnam, 42454, 1674.13
South Africa, 49568, 1708.57
Congo, 10844, 1664.6
Italy, 32827, 1760.02
Algeria, 36516, 330.75
Eswatini, 22488, 1991.02
Iraq, 18624, 928.8
Barbados, 2596, 431.83
Georgia, 13522, 154.19
Marshall Islands, 22935, 1375.31
Georgia, 287, 1286.04
Madagascar, 33962, 250.98
Antigua & Deps, 21473, 569.38
Nicaragua, 47522, 46.94
San Marino, 39298, 41.0
Cuba, 37901, 677.31
Brazil, 13436, 805.89
Congo, 24829, 1507.76
Nepal, 47680, 1113.2
Russian Federation, 15450, 731.56
Armenia, 35254, 1975.61
Tajikistan, 45622, 826.39
Ethiopia, 18259, 697.79
Slovenia, 32053, 1799.84
Bahamas, 3037, 221.93
Israel, 42433, 367.78
Israel, 29364, 556.02
Cuba, 30840, 1878.22
Colombia, 30691, 621.37
Indonesia, 24814, 186.2
Myanmar, 39341, 220.84
Colombia, 26232, 1107.45
Costa Rica, 28283, 970.1
Trinidad & Tobago, 44348, 1277.13
Myanmar, 19982, 1233.72
Iraq, 18842, 1597.91
Nepal, 13071, 172.31
Oman, 14617, 1407.73
Madagascar, 20630, 1998.86
China, 13868, 1009.5
China, 37334, 1317.89
Belarus, 34360, 1641.44
Albania, 38568, 1160.35
Kuwait, 22311, 738.2
Benin, 25508, 1351.83
Azerbaijan, 45220, 267.51
Yemen, 17845, 1293.51
India, 26943, 224.99
Denmark, 11942, 290.32
Cuba, 17293, 655.83
Tajikistan, 2505, 101.49
Dominica, 49508, 853.93
Japan, 31698, 236.8
Germany, 19921, 1864.17
France, 6356, 448.85
China, 27256, 1323.58
Argentina, 19477, 228.7
Slovenia, 3637, 486.39
Brazil, 17628, 1855.52
Bhutan, 38770, 453.49
Chile, 49074, 337.04
Nepal, 497, 117.6
Uruguay, 6966, 840.35
Vietnam, 29513, 445.99
Taiwan, 41086, 1808.55
Trinidad & Tobago, 38412, 405.29
Liberia, 44277, 475.68
Georgia, 11963, 563.22
Uruguay, 16438, 760.1
Azerbaijan, 33751, 597.65
San Marino, 4926, 1036.17
China, 42981, 1710.71
Barbados, 28976, 1398.6
Algeria, 43922, 1583.58
Argentina, 42280, 534.13
Taiwan, 40132, 430.69
Ethiopia, 11729, 153.92
Angola, 14939, 74.3
Georgia, 37386, 267.14
Serbia, 33373, 860.75
Eswatini, 42054, 1719.78
Uruguay, 40131, 294.48
Comoros, 31091, 1044.06
Georgia, 15456, 1523.95
Israel, 14051, 1653.35
Japan, 19508, 1450.03
Comoros, 28911, 967.55
Iceland, 20026, 809.86
India, 35040, 338.61
Denmark, 23872, 1458.97
Iraq, 8033, 1166.72
Vietnam, 44969, 644.22
Congo, 47700, 1810.08
Serbia, 28574, 1741.36
Bulgaria, 30212, 1886.7
Cuba, 4044, 370.63
Chile, 18061, 1621.31
Congo, 46209, 1087.27
Germany, 1273, 310.7
Kuwait, 28599, 1921.5
Cuba, 19829, 666.19
Myanmar, 36156, 1214.67
Taiwan, 6856, 1669.98
Russian Federation, 32176, 672.48
Italy, 11444, 751.02
Burkina, 24362, 1976.41
China, 43442, 98.8
Argentina, 16329, 1561.58
Djibouti, 34448, 1390.9
Cuba, 13414, 471.78
Aruba, 42612, 1102.59
Oman, 46047, 1925.15
Albania, 36211, 11.15
Bulgaria, 24824, 104.8
Angola, 4505, 1140.54
China, 28904, 321.16
Mongolia, 41448, 308.48
Ukraine, 35357, 1402.01
Bulgaria, 41581, 1746.67
Albania, 42911, 1035.55
Chile, 259, 532.79
Slovenia, 36718, 101.79
Madagascar, 4717, 311.54
Bahamas, 22329, 1567.64
Uruguay, 10272, 582.12
Japan, 13412, 1234.3
Belarus, 18241, 1338.8
Costa Rica, 10759, 338.07
Gambia, 39355, 946.87
Djibouti, 37460, 919.59
Djibouti, 28979, 1377.52
Congo, 10052, 1597.89
Djibouti, 29035, 1764.42
Bahamas, 46399, 1210.6
Myanmar, 25229, 1347.35
Serbia, 21960, 1624.35
China, 40077, 437.47
Nicaragua, 40256, 1585.14
Kuwait, 2498, 1394.4
Aruba, 22708, 1063.3
France, 771, 278.19
Burkina, 38977, 1407.6
Tajikistan, 30547, 1491.54
Guatemala, 19650, 1930.92
Algeria, 29861, 1216.55
Argentina, 49793, 322.92
Canada, 15350, 1898.05
Congo, 41519, 1742.04
Kosovo, 17384, 376.64
Indonesia, 35779, 472.8
Taiwan, 17961, 502.78
Spain, 44608, 1066.02
Denmark, 32352, 45.48
Australia, 23220, 1832.86
Spain, 20089, 1517.95
Bahrain, 29572, 1762.14
Australia, 3242, 248.3
Aruba, 43805, 1812.23
Comoros, 38516, 41.7
China, 15431, 287.66
Belarus, 42085, 852.71
Eswatini, 1097, 1737.5
Tajikistan, 31158, 1932.0
China, 4846, 908.69
Antigua & Deps, 42199, 322.6
Dominica, 45494, 1538.72
Brazil, 10725, 1205.99
Israel, 46803, 84.44
Antigua & Deps, 8703, 896.63
Bulgaria, 27956, 458.31
Myanmar, 5129, 1583.72
Antigua & Deps, 12787, 738.88
Liberia, 3047, 1835.62
Brazil, 8512, 1380.37
Argentina, 19967, 86.24
Kuwait, 36645, 37.8
Nicaragua, 35415, 1867.21
Russian Federation, 14158, 509.8
Iceland, 47152, 348.59
Vanuatu, 40600, 163.75
Nicaragua, 18829, 1814.38
Comoros, 7530, 1190.3
Congo, 3926, 1023.78
Mongolia, 46913, 988.41
Moldova, 46912, 548.68
Belarus, 14724, 1376.61
Ethiopia, 8940, 1541.24
Iceland, 19786, 1476.25
Colombia, 6812, 1740.65
Austria, 12154, 1487.33
Dominica, 43099, 470.4
Germany, 35858, 1005.91
Vietnam, 13656, 1306.19
Uruguay, 31738, 23.19
Ukraine, 42606, 1609.58
France, 8159, 573.21
Angola, 13042, 1154.79
Angola, 44734, 902.38
San Marino, 23967, 1531.96
Albania, 8708, 397.64
Guinea-Bissau, 6551, 1869.05
Madagascar, 39416, 832.73
India, 22836, 609.43
Liberia, 49599, 71.97
Congo, 25379, 1255.32
Tajikistan, 28688, 1368.42
Spain, 12210, 1542.69
South Africa, 26494, 1877.57
Guatemala, 4643, 1828.64
Costa Rica, 12219, 90.55
Spain, 32029, 1990.64
China, 4897, 1399.97
Barbados, 36979, 1801.34
Iraq, 19864, 297.01
Armenia, 11886, 662.52
Oman, 36240, 1278.28
France, 37274, 1624.06
Aruba, 38844, 444.17
Kuwait, 45276, 397.35
Madagascar, 37697, 183.76
Iraq, 3949, 1489.68
Japan, 28598, 1316.04
Congo, 8936, 1267.28
Serbia, 45588, 496.74
Congo, 18032, 464.08
Germany, 20977, 345.37
Tajikistan, 37257, 1448.06
Serbia, 47491, 298.3
Vanuatu, 22956, 83.48
Iceland, 21366, 1696.59
Russian Federation, 37358, 244.18
Marshall Islands, 37528, 1081.72
Russian Federation, 42305, 1049.55
Italy, 46142, 1992.24
Madagascar, 38500, 619.58
Azerbaijan, 37977, 1901.62
Antigua & Deps, 25491, 992.22
Ukraine, 23884, 1401.46
Iceland, 9014, 439.7
China, 6998, 1171.87
Nepal, 42277, 1260.13
Liberia, 2988, 1722.89
Germany, 28789, 1847.28
Angola, 7342, 630.52
Myanmar, 11367, 1688.04
Vietnam, 27741, 195.85
Serbia, 10539, 1547.71
Taiwan, 20492, 1545.35
Burkina, 40101, 1140.23
Armenia, 26746, 586.55
Kosovo, 32536, 1369.34
Argentina, 5843, 1175.26
Belarus, 5791, 144.14
Mongolia, 31388, 1829.81
Russian Federation, 12432, 252.41
Armenia, 12825, 983.27
San Marino, 28676, 1436.18
Comoros, 31665, 33.52
Albania, 33742, 1897.36
Slovenia, 36043, 1721.3
Canada, 8837, 1565.85
Australia, 33631, 1993.63
Trinidad & Tobago, 45135, 270.03
Liberia, 42767, 1373.15
Kosovo, 33756, 82.22
Dominica, 7155, 1291.58
Spain, 16581, 492.28
Chile, 8518, 573.56
Vanuatu, 47944, 1218.98
Tajikistan, 41444, 1965.26
Kosovo, 39249, 890.36
Djibouti, 15232, 1579.09
Guinea-Bissau, 14962, 1638.45
Colombia, 48513, 672.65
Iceland, 33958, 1072.93
Slovakia, 47943, 404.02
Ukraine, 29290, 1729.16
Barbados, 48076, 627.85
South Africa, 7548, 1550.75
China, 24752, 1564.63
Belarus, 22510, 234.11
Japan, 10562, 435.03
Vanuatu, 11702, 1555.89
Mongolia, 38854, 1419.38
Uruguay, 10684, 1728.82
Taiwan, 45870, 1188.43
Vanuatu, 45839, 1269.09
India, 14845, 255.21
Canada, 27783, 542.81
Comoros, 30056, 1457.1
Myanmar, 14847, 1816.03
Indonesia, 34784, 1512.53
Oman, 39032, 1318.5
Argentina, 6285, 327.47
Gambia, 27459, 1593.3
South Africa, 40842, 1208.44
Kuwait, 11434, 733.25
India, 47737, 1554.44
Liberia, 31388, 1967.44
Bahrain, 25627, 1986.22
Germany, 39497, 447.26
Comoros, 12449, 1487.74
Antigua & Deps, 21935, 1619.85
Ethiopia, 14361, 751.28
Gambia, 40624, 1430.16
Guatemala, 31576, 341.37
Vanuatu, 24296, 1153.17
Afghanistan, 25177, 271.59
Dominica, 20278, 360.78
Burkina, 22643, 1188.93
Gambia, 5763, 1880.18
South Africa, 13571, 1474.43
Nepal, 18120, 1133.69
Afghanistan, 49590, 713.98
Antigua & Deps, 29429, 1449.35
Liberia, 39630, 1671.36
Iraq, 24310, 955.87
Iceland, 40972, 700.41
France, 36645, 812.81
Nicaragua, 565, 355.98
Brazil, 6744, 1494.25
Japan, 42008, 697.55
Benin, 18695, 761.42
Guinea-Bissau, 2909, 409.7
Kuwait, 4607, 759.94
Slovenia, 4190, 324.1
Angola, 39500, 556.81
South Africa, 42894, 947.11
Chile, 38821, 489.31
India, 35880, 1157.85
Cuba, 46528, 750.13
Israel, 15349, 270.63
Oman, 25765, 833.65
India, 28373, 1714.01
Armenia, 9439, 116.12
Aruba, 25747, 1543.4
Burkina, 41826, 1356.73
Iraq, 14545, 851.73
Kuwait, 25718, 266.49
Austria, 30863, 807.67
Moldova, 27564, 989.52
Germany, 29093, 873.42
Italy, 39914, 654.16
Azerbaijan, 2038, 1945.55
Benin, 23433, 833.3
Spain, 49252, 356.75
Uruguay, 34420, 251.82
Burkina, 43819, 451.45
Spain, 19901, 350.65
Bahamas, 5615, 207.83
Colombia, 30720, 1589.11
Colombia, 12363, 230.73
Ethiopia, 6437, 351.74
Slovenia, 8074, 512.74
Kosovo, 32120, 356.17
Colombia, 25450, 510.13
Vietnam, 49920, 1573.82
Azerbaijan, 41619, 1543.11
Canada, 42281, 1464.21
Gambia, 15430, 1088.17
Denmark, 10870, 1914.81
Kosovo, 600, 1160.71
Eswatini, 40926, 479.02
Ukraine, 1006, 1357.23
Guinea-Bissau, 24803, 959.94
Guatemala, 3383, 1706.17
Albania, 6315, 255.7
Oman, 369, 1885.52
Bulgaria, 13191, 554.44
Congo, 27728, 1662.61
Brazil, 36605, 1996.04
Afghanistan, 19100, 1019.76
Bhutan, 13868, 1858.23
Benin, 34868, 866.52
France, 38994, 294.11
Oman, 5678, 732.7
Spain, 16813, 788.87
Cuba, 47473, 319.09
Moldova, 48165, 807.91
Oman, 36145, 61.53
Mongolia, 27647, 316.99
Afghanistan, 46906, 466.66
Liberia, 16195, 1034.93
Aruba, 44765, 904.39
Spain, 14729, 1435.66
Georgia, 23473, 166.37
Trinidad & Tobago, 45791, 172.06
Guatemala, 20083, 1555.39
Mongolia, 34809, 1914.42
Japan, 26796, 1544.97
Belarus, 38189, 104.13
Australia, 2039, 506.58
Bulgaria, 18189, 1644.94
Indonesia, 13439, 1565.41
Marshall Islands, 26304, 1762.8
Brazil, 40110, 831.78
Myanmar, 39917, 1844.99
Israel, 34579, 23.5
Bahrain, 1812, 274.48
San Marino, 21304, 1778.44
Iceland, 20044, 273.23
Dominica, 24025, 1139.99
Russian Federation, 416, 614.07
Benin, 45135, 108.91
Yemen, 42549, 1048.41
Barbados, 16190, 915.78
Nepal, 17950, 622.15
Vanuatu, 32830, 244.4
Marshall Islands, 18503, 1522.54
Iceland, 38991, 65.17
Angola, 14112, 387.3
Iraq, 18985, 1079.4
Benin, 19281, 1168.87
Japan, 43719, 1942.28
Barbados, 1065, 1489.09
Algeria, 40855, 46.16
Oman, 1970, 864.43
Cuba, 48324, 1665.38
Trinidad & Tobago, 26762, 1046.34
Moldova, 40863, 789.2
Russian Federation, 10508, 1303.12
Nepal, 135, 1803.81
Italy, 10880, 1134.91
Cuba, 14473, 1328.93
Azerbaijan, 26506, 33.85
Guatemala, 6219, 537.72
Aruba, 4835, 1686.81
Cuba, 38331, 552.93
Djibouti, 49692, 15.41
Indonesia, 32993, 286.13
Slovenia, 41574, 1697.01
Argentina, 7924, 1294.59
Iraq, 3821, 423.13
Belarus, 47980, 1768.81
Algeria, 27308, 1264.96
Liberia, 16154, 1284.27
Madagascar, 39251, 328.75
Moldova, 11869, 401.47
Serbia, 29096, 1525.97
Aruba, 24994, 707.19
Yemen, 17522, 1700.06
Vanuatu, 22870, 606.42
Costa Rica, 19325, 1086.0
Antigua & Deps, 32231, 1789.75
Italy, 27470, 1076.83
Madagascar, 37588, 1309.38
Armenia, 47786, 219.46
Trinidad & Tobago, 18749, 295.33
Bahamas, 13814, 650.69
Spain, 40525, 1325.72
Marshall Islands, 15169, 1992.02
Kosovo, 6553, 1245.21
Iceland, 34320, 934.61
Bulgaria, 26837, 1967.51
Comoros, 22903, 1736.93
Indonesia, 16698, 561.02
San Marino, 49109, 568.63
Algeria, 4712, 854.31
Bahrain, 13506, 627.81
Bulgaria, 22817, 33.26
San Marino, 604, 1142.47
Japan, 5676, 14.94
Taiwan, 13164, 1647.69
Iraq, 20242, 1569.18
Spain, 11734, 1001.48
Uruguay, 49345, 184.31
Nicaragua, 10308, 850.4
Marshall Islands, 13977, 132.63
Brazil, 13657, 1247.71
Iraq, 32476, 362.68
Kuwait, 42737, 1651.41
Spain, 6928, 1813.46
Belarus, 44579, 1202.99
Tajikistan, 34564, 1406.22
Canada, 27033, 432.03
Dominica, 5547, 1931.04
Bhutan, 17981, 1786.56
Vanuatu, 34460, 1823.78
Afghanistan, 42847, 301.09
Angola, 39050, 1554.61
Argentina, 23847, 1995.51
Yemen, 227, 1735.17
Barbados, 13385, 678.69
China, 7391, 1591.12
Antigua & Deps, 33553, 1222.08
Austria, 37267, 1361.73
Mongolia, 48018, 601.7
Indonesia, 34992, 1719.69
Belarus, 17252, 983.92
Benin, 2004, 1143.68
Spain, 47252, 1844.18
Dominica, 18760, 1342.56
Nepal, 10793, 416.48
Slovenia, 15243, 657.13
Comoros, 37357, 87.65
Uruguay, 24144, 443.63
Germany, 7901, 569.02
Angola, 14450, 875.26
Bahrain, 8051, 1272.57
Taiwan, 45153, 484.49
Tajikistan, 44702, 1275.69
Madagascar, 27139, 995.8
Aruba, 39220, 853.29
Myanmar, 28070, 1502.87
Taiwan, 37212, 582.56
France, 3369, 281.18
Argentina, 27872, 1574.04
Russian Federation, 12262, 1615.69
Bhutan, 30541, 400.31
Mongolia, 44528, 456.67
Belarus, 33371, 291.0
Ukraine, 38270, 715.46
Spain, 37513, 560.59
Dominica, 629, 957.08
Yemen, 44344, 36.27
Kuwait, 17147, 1636.88
Guinea-Bissau, 12398, 1340.43
Eswatini, 27752, 1601.48
Comoros, 2778, 1531.95
Djibouti, 39862, 1486.46
South Africa, 40588, 472.31
Australia, 45280, 1246.55
Liberia, 1338, 1469.17
Uruguay, 43094, 1092.27
Georgia, 40449, 1711.44
Costa Rica, 16614, 1522.19
Vanuatu, 37654, 956.09
South Africa, 40229, 1114.03
Germany, 23392, 1761.13
Trinidad & Tobago, 28329, 702.67
Comoros, 46579, 1975.9
Belarus, 48689, 1888.28
Slovenia, 18780, 1329.26
Tajikistan, 21291, 568.0
Bahrain, 26263, 1844.75
Belarus, 28759, 1781.38
Bahamas, 6805, 1593.47
Kuwait, 32442, 232.27
Madagascar, 28301, 1372.44
Brazil, 14372, 897.28
Marshall Islands, 11131, 1112.92
Angola, 37921, 285.86
Nicaragua, 49381, 1341.79
Trinidad & Tobago, 34863, 237.08
Ukraine, 47196, 829.72
Madagascar, 19148, 517.71
Yemen, 10271, 577.34
China, 45003, 646.7
Taiwan, 33646, 737.39
Eswatini, 3032, 1244.5
Taiwan, 47774, 1092.84
Italy, 33623, 1514.71
Myanmar, 24816, 1845.01
Gambia, 5145, 1714.98
Vietnam, 25940, 1187.4
Vanuatu, 38361, 1790.97
Slovakia, 46570, 1386.03
Tajikistan, 26341, 152.26
Cuba, 44535, 1185.36
Azerbaijan, 49194, 518.41
Argentina, 12331, 349.06
Guatemala, 27498, 1964.27
Marshall Islands, 39818, 1611.29
Uruguay, 38601, 212.64
Bhutan, 47514, 854.98
Slovakia, 47120, 75.34
Guinea-Bissau, 48206, 1290.5
Argentina, 29858, 401.26
Bhutan, 10830, 419.3
South Africa, 46822, 1168.52
Gambia, 40545, 371.18
Dominica, 29859, 1566.07
Slovenia, 35925, 1914.63
Nepal, 49446, 1938.28
Antigua & Deps, 12239, 946.47
Chile, 8156, 243.3
Eswatini, 18034, 1668.26
Kuwait, 30492, 396.9
Bhutan, 21518, 1237.85
Eswatini, 23477, 1539.7
Germany, 30742, 1113.89
Slovakia, 2442, 1979.5
Indonesia, 10967, 1807.92
Oman, 43571, 547.06
Costa Rica, 48665, 1099.05
Guatemala, 997, 810.86
Myanmar, 43264, 358.15
South Africa, 13232, 451.05
Bahrain, 20208, 1132.7
Israel, 4807, 1267.01
Taiwan, 28472, 1758.71
Kuwait, 43200, 417.78
Slovenia, 46317, 79.42
Bhutan, 41831, 640.65
Bulgaria, 7395, 1797.98
Barbados, 2137, 133.92
Marshall Islands, 35783, 1561.43
China, 36795, 1972.09
Colombia, 49961, 520.81
Uruguay, 15341, 1564.87
Antigua & Deps, 22763, 1277.36
Dominica, 29251, 1863.28
Bahrain, 22056, 1850.26
Tajikistan, 17355, 909.83
Barbados, 42881, 104.41
Myanmar, 33775, 450.58
South Africa, 20065, 769.85
Afghanistan, 46972, 244.04
Congo, 21034, 1095.62
Denmark, 30735, 427.42
Yemen, 1638, 990.68
Moldova, 24387, 355.32
Canada, 6419, 697.62
Comoros, 6812, 100.0
Nicaragua, 28021, 216.19
Iceland, 3389, 316.44
South Africa, 45005, 1313.49
Slovenia, 18119, 1227.42
Nepal, 14757, 1728.25
Bahrain, 22490, 282.49
Israel, 8681, 1558.06
Slovakia, 30165, 998.75
Burkina, 29150, 735.54
Belarus, 26005, 1331.96
Ethiopia, 42268, 1429.31
Uruguay, 41414, 595.07
Afghanistan, 29781, 1071.5
Bahamas, 38574, 926.53
Costa Rica, 45924, 1581.37
Bahamas, 20691, 1789.9
Kuwait, 10912, 1706.6
Armenia, 46644, 1135.08
San Marino, 7531, 411.19
Slovakia, 48678, 1371.72
Guatemala, 34097, 1961.07
Serbia, 34844, 741.39
Nicaragua, 38696, 1180.81
Trinidad & Tobago, 10303, 1390.9
Gambia, 16722, 726.6
Slovakia, 27196, 1835.94
Russian Federation, 18725, 46.22
Kuwait, 37489, 1733.88
Barbados, 46575, 191.58
Brazil, 30238, 959.13
Iraq, 6886, 1024.98
Tajikistan, 32353, 1537.74
Azerbaijan, 45975, 1818.23
Colombia, 30010, 324.12
Taiwan, 45620, 626.79
Barbados, 9211, 15.34
Brazil, 46684, 1742.31
Iceland, 31561, 1029.44
Chile, 14784, 933.08
Georgia, 45637, 80.39
Angola, 2591, 677.85
Marshall Islands, 21306, 588.58
France, 38694, 702.24
Benin, 32050, 1374.29
Tajikistan, 1323, 417.15
Germany, 8240, 727.87
India, 16895, 323.61
Germany, 20423, 976.3
San Marino, 4982, 35.13
Brazil, 31262, 1891.07
Costa Rica, 31811, 270.55
Ethiopia, 20713, 1106.48
Djibouti, 32326, 1386.78
Vanuatu, 45224, 213.07
Azerbaijan, 22250, 1185.23
Liberia, 22805, 832.53
Armenia, 37011, 1299.65
Germany, 45562, 1251.18
Cuba, 16358, 91.08
Belarus, 44912, 669.57
Armenia, 2833, 1311.62
Slovakia, 22680, 861.52
Barbados, 23384, 1858.57
Benin, 30480, 1303.43
Djibouti, 26020, 1653.47
Benin, 17504, 386.17
Chile, 32169, 1989.96
Guinea-Bissau, 3599, 438.57
Serbia, 30476, 307.33
Nicaragua, 40107, 1862.85
Guinea-Bissau, 25291, 123.91
Gambia, 40120, 978.1
Congo, 555, 870.96
Myanmar, 2625, 1669.92
Aruba, 37281, 1276.97
Bangladesh, 13600, 827.15
Indonesia, 45658, 176.62
Brazil, 28166, 427.02
Azerbaijan, 31880, 1064.44
